strain_name	species	division	class	habitat	strain_link	species_link	scientific_name	taxon_id	url_slug
NIVA-8/82	Rhodomonas lacustris	Cryptophyta	Cryptophyceae	Freshwater	https://norcca.scrol.net/strain/niva-882	https://norcca.scrol.net/species/rhodomonas-lacustris	Rhodomonas lacustris	248151	niva-882
NIVA-8/92	Cryptomonas sp.	Cryptophyta	Cryptophyceae	Marine	https://norcca.scrol.net/strain/niva-892	https://norcca.scrol.net/species/cryptomonas-sp	Cryptomonas	106282	niva-892
NIVA-9/92	Prymnesium parvum f. patelliferum	Haptophyta	Prymnesiophyceae	Brackish	https://norcca.scrol.net/strain/niva-992	https://norcca.scrol.net/species/prymnesium-parvum-f-patelliferum	Prymnesium parvum f. patelliferum	688549	niva-992
NIVA-BAC 2	Phaeodactylum tricornutum	Bacillariophyta		Marine	https://norcca.scrol.net/strain/niva-bac-2	https://norcca.scrol.net/species/phaeodactylum-tricornutum	Phaeodactylum tricornutum	175584	niva-bac-2
NIVA-BAC 29	Chaetoceros socialis	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-29	https://norcca.scrol.net/species/chaetoceros-socialis	Chaetoceros socialis	149123	niva-bac-29
NIVA-BAC 3	Asterionella formosa	Bacillariophyta	Bacillariophyceae	Freshwater	https://norcca.scrol.net/strain/niva-bac-3	https://norcca.scrol.net/species/asterionella-formosa	Asterionella formosa	148954	niva-bac-3
NIVA-BAC 40	Chaetoceros gracile	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-40	https://norcca.scrol.net/species/chaetoceros-gracile	Chaetoceros gracile	149297	niva-bac-40
NIVA-BAC 42	Navicula pelliculosa	Bacillariophyta	Bacillariophyceae	Freshwater Lake	https://norcca.scrol.net/strain/niva-bac-42	https://norcca.scrol.net/species/navicula-pelliculosa	Navicula pelliculosa	149428	niva-bac-42
NIVA-BAC 44	Achnantes sp.	Ochrophyta	Bacillariophyceae	Freshwater	https://norcca.scrol.net/strain/niva-bac-44	https://norcca.scrol.net/species/achnantes-sp	Achnantes	149191	niva-bac-44
NIVA-BAC 5	Thalassiosira pseudonana	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-5	https://norcca.scrol.net/species/thalassiosira-pseudonana	Thalassiosira pseudonana	148934	niva-bac-5
NIVA-BAC 50	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-50	https://norcca.scrol.net/species/chaetoceros-wighamii	Chaetoceros wighamii	160524	niva-bac-50
NIVA-BAC 52	Skeletonema marinoi	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-52	https://norcca.scrol.net/species/skeletonema-marinoi	Skeletonema marinoi	376667	niva-bac-52
NIVA-BAC 54	Attheya septentrionalis	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-54	https://norcca.scrol.net/species/attheya-septentrionalis	Attheya septentrionalis	162823	niva-bac-54
NIVA-BAC 55	Chaetoceros diadema	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-55	https://norcca.scrol.net/species/chaetoceros-diadema	Chaetoceros diadema	149128	niva-bac-55
NIVA-BAC 57	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-57	https://norcca.scrol.net/species/chaetoceros-wighamii	Chaetoceros wighamii	160524	niva-bac-57
NIVA-BAC 58	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-58	https://norcca.scrol.net/species/chaetoceros-wighamii	Chaetoceros wighamii	160524	niva-bac-58
NIVA-BAC 59	Chaetoceros wighamii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-59	https://norcca.scrol.net/species/chaetoceros-wighamii	Chaetoceros wighamii	160524	niva-bac-59
NIVA-BAC 60	Skeletonema marinoi	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-60	https://norcca.scrol.net/species/skeletonema-marinoi	Skeletonema marinoi	376667	niva-bac-60
NIVA-BAC 61	Skeletonema marinoi	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-61	https://norcca.scrol.net/species/skeletonema-marinoi	Skeletonema marinoi	376667	niva-bac-61
NIVA-BAC 62	Skeletonema marinoi	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-62	https://norcca.scrol.net/species/skeletonema-marinoi	Skeletonema marinoi	376667	niva-bac-62
NIVA-BAC 65	Skeletonema marinoi	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/niva-bac-65	https://norcca.scrol.net/species/skeletonema-marinoi	Skeletonema marinoi	376667	niva-bac-65
NIVA-BAC 70	Phaeodactylum tricornutum	Bacillariophyta		Brackish	https://norcca.scrol.net/strain/niva-bac-70	https://norcca.scrol.net/species/phaeodactylum-tricornutum	Phaeodactylum tricornutum	175584	niva-bac-70
NIVA-BAC 73	Cyclotella sp.	Bacillariophyta	Mediophyceae	Freshwater	https://norcca.scrol.net/strain/niva-bac-73	https://norcca.scrol.net/species/cyclotella-sp	Cyclotella	148905	niva-bac-73
NIVA-BAC 74	Cyclotella sp.	Bacillariophyta	Mediophyceae	Freshwater	https://norcca.scrol.net/strain/niva-bac-74	https://norcca.scrol.net/species/cyclotella-sp	Cyclotella	148905	niva-bac-74
NIVA-BAC 8	Cyclotella cf. glomerata	Bacillariophyta	Mediophyceae	Freshwater	https://norcca.scrol.net/strain/niva-bac-8	https://norcca.scrol.net/species/cyclotella-cf-glomerata	Cyclotella cf. glomerata	149260	niva-bac-8
NIVA-CHL 1	Raphidocelis subcapitata	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-1	https://norcca.scrol.net/species/raphidocelis-subcapitata	Raphidocelis subcapitata	610914	niva-chl-1
NIVA-CHL 10	Stichococcus bacillaris	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-10	https://norcca.scrol.net/species/stichococcus-bacillaris	Stichococcus bacillaris	145715	niva-chl-10
NIVA-CHL 100	Monoraphidium contortum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-100	https://norcca.scrol.net/species/monoraphidium-contortum	Monoraphidium contortum	160591	niva-chl-100
NIVA-CHL 101	Monoraphidium griffithii	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-101	https://norcca.scrol.net/species/monoraphidium-griffithii	Monoraphidium griffithii	248134	niva-chl-101
NIVA-CHL 102	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-102	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-102
NIVA-CHL 103	Chlorococcum sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-103	https://norcca.scrol.net/species/chlorococcum-sp	Chlorococcum	143946	niva-chl-103
NIVA-CHL 104	Coelastrum microporum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-104	https://norcca.scrol.net/species/coelastrum-microporum	Coelastrum microporum	163975	niva-chl-104
NIVA-CHL 105	Tetradesmus obliquus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-105	https://norcca.scrol.net/species/tetradesmus-obliquus	Tetradesmus obliquus	1359367	niva-chl-105
NIVA-CHL 106	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-106	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-106
NIVA-CHL 107	Tetradesmus obliquus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-107	https://norcca.scrol.net/species/tetradesmus-obliquus	Tetradesmus obliquus	1359367	niva-chl-107
NIVA-CHL 108	Chlorella vulgaris	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-108	https://norcca.scrol.net/species/chlorella-vulgaris	Chlorella vulgaris	532029	niva-chl-108
NIVA-CHL 110	Pseudococcomyxa chodatii	Chlorophyta	Trebouxiophyceae	Soil	https://norcca.scrol.net/strain/niva-chl-110	https://norcca.scrol.net/species/pseudococcomyxa-chodatii	Pseudococcomyxa chodatii	1379956	niva-chl-110
NIVA-CHL 111	Chlorella vulgaris	Chlorophyta	Trebouxiophyceae	Soil	https://norcca.scrol.net/strain/niva-chl-111	https://norcca.scrol.net/species/chlorella-vulgaris	Chlorella vulgaris	532029	niva-chl-111
NIVA-CHL 112	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Soil	https://norcca.scrol.net/strain/niva-chl-112	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-112
NIVA-CHL 113	Chlorococcum sp.	Chlorophyta	Chlorophyceae	Soil	https://norcca.scrol.net/strain/niva-chl-113	https://norcca.scrol.net/species/chlorococcum-sp	Chlorococcum	143946	niva-chl-113
NIVA-CHL 114	Scenedesmus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-114	https://norcca.scrol.net/species/scenedesmus-sp	Scenedesmus	160602	niva-chl-114
NIVA-CHL 115	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-115	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-115
NIVA-CHL 116	Scenedesmus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-116	https://norcca.scrol.net/species/scenedesmus-sp	Scenedesmus	160602	niva-chl-116
NIVA-CHL 117	Pseudopediastrum boryanum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-117	https://norcca.scrol.net/species/pseudopediastrum-boryanum	Pseudopediastrum boryanum	621601	niva-chl-117
NIVA-CHL 119	Koliella longiseta	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-119	https://norcca.scrol.net/species/koliella-longiseta	Koliella longiseta	248126	niva-chl-119
NIVA-CHL 12	Volvox aureus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-12	https://norcca.scrol.net/species/volvox-aureus	Volvox aureus	578347	niva-chl-12
NIVA-CHL 121	Stichococcus bacillaris	Chlorophyta	Trebouxiophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-chl-121	https://norcca.scrol.net/species/stichococcus-bacillaris	Stichococcus bacillaris	145715	niva-chl-121
NIVA-CHL 122	Oocystis sp. (?)	Chlorophyta	Trebouxiophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-122	https://norcca.scrol.net/species/oocystis-sp	Oocystis (?)	178611	niva-chl-122
NIVA-CHL 123	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-chl-123	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-123
NIVA-CHL 125	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-125	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-125
NIVA-CHL 126/11	Chlamydomonas sp.	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-12611	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-12611
NIVA-CHL 129	Chlamydomonas sp.	Chlorophyta	Chlorophyceae	Nursery	https://norcca.scrol.net/strain/niva-chl-129	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-129
NIVA-CHL 130	Chlorococcum sp.	Chlorophyta	Chlorophyceae	Nursery	https://norcca.scrol.net/strain/niva-chl-130	https://norcca.scrol.net/species/chlorococcum-sp	Chlorococcum	143946	niva-chl-130
NIVA-CHL 131	Chlorococcum sp.	Chlorophyta	Chlorophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-chl-131	https://norcca.scrol.net/species/chlorococcum-sp	Chlorococcum	143946	niva-chl-131
NIVA-CHL 132/2	Spondylosium secedens	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-1322	https://norcca.scrol.net/species/spondylosium-secedens	Spondylosium secedens	609112	niva-chl-1322
NIVA-CHL 133	Scenedesmus sp.	Chlorophyta	Chlorophyceae	Freshwater, swimming pool	https://norcca.scrol.net/strain/niva-chl-133	https://norcca.scrol.net/species/scenedesmus-sp	Scenedesmus	160602	niva-chl-133
NIVA-CHL 134	Tetradesmus obliquus	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-134	https://norcca.scrol.net/species/tetradesmus-obliquus	Tetradesmus obliquus	1359367	niva-chl-134
NIVA-CHL 135	Chloroidium saccharophilum	Chlorophyta	Trebouxiophyceae	Snow	https://norcca.scrol.net/strain/niva-chl-135	https://norcca.scrol.net/species/chloroidium-saccharophilum	Chloroidium saccharophilum	623865	niva-chl-135
NIVA-CHL 136	Stichococcus bacillaris	Chlorophyta	Trebouxiophyceae		https://norcca.scrol.net/strain/niva-chl-136	https://norcca.scrol.net/species/stichococcus-bacillaris	Stichococcus bacillaris	145715	niva-chl-136
NIVA-CHL 137	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Fertilized peat	https://norcca.scrol.net/strain/niva-chl-137	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-137
NIVA-CHL 138	Stichococcus bacillaris	Chlorophyta	Trebouxiophyceae	Fertilized peat	https://norcca.scrol.net/strain/niva-chl-138	https://norcca.scrol.net/species/stichococcus-bacillaris	Stichococcus bacillaris	145715	niva-chl-138
NIVA-CHL 139	Chlorococcum sp.	Chlorophyta	Chlorophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-chl-139	https://norcca.scrol.net/species/chlorococcum-sp	Chlorococcum	143946	niva-chl-139
NIVA-CHL 14	Eudorina elegans	Chlorophyta	Chlorophyceae	Lake	https://norcca.scrol.net/strain/niva-chl-14	https://norcca.scrol.net/species/eudorina-elegans	Eudorina elegans	390665	niva-chl-14
NIVA-CHL 140	Chlamydomonas sp.	Chlorophyta	Chlorophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-chl-140	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-140
NIVA-CHL 141	Chlamydomonas sp.	Chlorophyta	Chlorophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-chl-141	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-141
NIVA-CHL 142	Klebsormidium sp.	Charophyta	Klebsormidiophyceae	Greenhouse	https://norcca.scrol.net/strain/niva-chl-142	https://norcca.scrol.net/species/klebsormidium-sp	Klebsormidium	369816	niva-chl-142
NIVA-CHL 143/1	Chlamydomonas sp.	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-1431	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-1431
NIVA-CHL 143/2	Chlamydomonas sp.	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-1432	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-1432
NIVA-CHL 145/1	Botryococcus braunii	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-1451	https://norcca.scrol.net/species/botryococcus-braunii	Botryococcus braunii	248104	niva-chl-1451
NIVA-CHL 146	Stichococcus bacillaris	Chlorophyta	Trebouxiophyceae		https://norcca.scrol.net/strain/niva-chl-146	https://norcca.scrol.net/species/stichococcus-bacillaris	Stichococcus bacillaris	145715	niva-chl-146
NIVA-CHL 147	Chlamydomonas sp.	Chlorophyta	Chlorophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-147	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-147
NIVA-CHL 15	Chlorella sp.	Chlorophyta	Trebouxiophyceae	House dust	https://norcca.scrol.net/strain/niva-chl-15	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-15
NIVA-CHL 150	Closterium sp.	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-150	https://norcca.scrol.net/species/closterium-sp	Closterium	162725	niva-chl-150
NIVA-CHL 151/1	Haematococcus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-1511	https://norcca.scrol.net/species/haematococcus-sp	Haematococcus	428522	niva-chl-1511
NIVA-CHL 151/2	Haematococcus sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-1512	https://norcca.scrol.net/species/haematococcus-sp	Haematococcus	428522	niva-chl-1512
NIVA-CHL 155	Pseudococcomyxa chodatii	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-155	https://norcca.scrol.net/species/pseudococcomyxa-chodatii	Pseudococcomyxa chodatii	1379956	niva-chl-155
NIVA-CHL 156/2	Haematococcus sp.	Chlorophyta	Chlorophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-1562	https://norcca.scrol.net/species/haematococcus-sp	Haematococcus	428522	niva-chl-1562
NIVA-CHL 156/3	Haematococcus sp.	Chlorophyta	Chlorophyceae	Terrestric	https://norcca.scrol.net/strain/niva-chl-1563	https://norcca.scrol.net/species/haematococcus-sp	Haematococcus	428522	niva-chl-1563
NIVA-CHL 16	Chlorella sp.	Chlorophyta	Trebouxiophyceae		https://norcca.scrol.net/strain/niva-chl-16	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-16
NIVA-CHL 161	Chlamydomonas sp.	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-161	https://norcca.scrol.net/species/chlamydomonas-sp	Chlamydomonas	178583	niva-chl-161
NIVA-CHL 163	Dunaliella salina	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-163	https://norcca.scrol.net/species/dunaliella-salina	Dunaliella salina	178972	niva-chl-163
NIVA-CHL 164/1	Haematococcus sp.	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-1641	https://norcca.scrol.net/species/haematococcus-sp	Haematococcus	428522	niva-chl-1641
NIVA-CHL 164/2	Haematococcus sp.	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-1642	https://norcca.scrol.net/species/haematococcus-sp	Haematococcus	428522	niva-chl-1642
NIVA-CHL 165	Haematococcus sp.	Chlorophyta	Chlorophyceae	Rain gutter	https://norcca.scrol.net/strain/niva-chl-165	https://norcca.scrol.net/species/haematococcus-sp	Haematococcus	428522	niva-chl-165
NIVA-CHL 166	Tetradesmus obliquus	Chlorophyta	Chlorophyceae		https://norcca.scrol.net/strain/niva-chl-166	https://norcca.scrol.net/species/tetradesmus-obliquus	Tetradesmus obliquus	1359367	niva-chl-166
NIVA-CHL 167	Monoraphidium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-167	https://norcca.scrol.net/species/monoraphidium-sp	Monoraphidium	160590	niva-chl-167
NIVA-CHL 169	Monoraphidium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-169	https://norcca.scrol.net/species/monoraphidium-sp	Monoraphidium	160590	niva-chl-169
NIVA-CHL 170	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-170	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-170
NIVA-CHL 171	Chlorella sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-171	https://norcca.scrol.net/species/chlorella-sp	Chlorella	160576	niva-chl-171
NIVA-CHL 173	Monoraphidium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-173	https://norcca.scrol.net/species/monoraphidium-sp	Monoraphidium	160590	niva-chl-173
NIVA-CHL 177	Hydrodictyon reticulatum	Chlorophyta	Chlorophyceae	Freshwater pond	https://norcca.scrol.net/strain/niva-chl-177	https://norcca.scrol.net/species/hydrodictyon-reticulatum	Hydrodictyon reticulatum	381000	niva-chl-177
NIVA-CHL 178	Vitreochlamys fluviatilis	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-178	https://norcca.scrol.net/species/vitreochlamys-fluviatilis	Vitreochlamys fluviatilis	637365	niva-chl-178
NIVA-CHL 179	Selenastrum bibraianum	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-179	https://norcca.scrol.net/species/selenastrum-bibraianum	Selenastrum bibraianum	577758	niva-chl-179
NIVA-CHL 18	Chloroidium saccharophilum	Chlorophyta	Trebouxiophyceae	House dust	https://norcca.scrol.net/strain/niva-chl-18	https://norcca.scrol.net/species/chloroidium-saccharophilum	Chloroidium saccharophilum	623865	niva-chl-18
NIVA-CHL 181	Xanthidium antilopaeum	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-181	https://norcca.scrol.net/species/xanthidium-antilopaeum	Xanthidium antilopaeum	577683	niva-chl-181
NIVA-CHL 184	Staurastrum cf. boreale	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/niva-chl-184	https://norcca.scrol.net/species/staurastrum-cf-boreale	Staurastrum cf. boreale	611264	niva-chl-184
