List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	2			cell	 27-33				7	30	22,4	1	3692,64	8		225,165978				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	3			cell	 33-37				8	35	28	1	6154,4	8		340,739205				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	4			cell	 38-43				8,4	41	30,8	1	8326,9032	8		435,416236				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	5			cell	 43-47				8,4	45	31	1	9198,63	8		472,032567				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	6			cell	13-Oct				3	11,5	7	1	189,5775	8		20,261779				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	7			cell	13-16				4	14,5	10	1	455,3	8		41,235559				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	8			cell	16-20				6	17,5	12	1	989,1	8		77,36282				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	9			cell	20-23				7	21,5	15	1	1772,1375	8		124,143473				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis scutellum			Ehrenberg 1838 	149376	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149376 	AU	oval cylinder	?/4*d1*d2*h	1			cell	18-22				2	20	20	1	628	8		53,522669				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis scutellum			Ehrenberg 1838 	149376	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149376 	AU	oval cylinder	?/4*d1*d2*h	2			cell	15-Dec				2	13,5	8	1	169,56	8		18,508609				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis scutellum			Ehrenberg 1838 	149376	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149376 	AU	oval cylinder	?/4*d1*d2*h	3			cell	15-18				2	16,5	10	1	259,05	8		26,100365				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis scutellum var. scutellum			Ehrenberg 1838	163880	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163880	AU	oval cylinder	?/4*d1*d2*h	1			cell	18-22				2	20	20	1	628	8		53,522669				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis scutellum var. scutellum			Ehrenberg 1838	163880	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163880	AU	oval cylinder	?/4*d1*d2*h	2			cell	15-Dec				2	13,5	8	1	169,56	8		18,508609				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis scutellum var. scutellum			Ehrenberg 1838	163880	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163880	AU	oval cylinder	?/4*d1*d2*h	3			cell	15-18				2	16,5	10	1	259,05	8		26,100365				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis			Ehrenberg 1837	148989	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148989	AU	oval cylinder	?/4*d1*d2*h	1			cell	25-33				6	29	17	1	2322,03	8		154,565049				Genus	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cylindrotheca	Cylindrotheca closterium			(Ehrenberg) Reimann & J.C.Lewin 1964	149004	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004	AU	spindle	2/15*?*d^2*h	11			cell	 2-3x10-12				11	2,5		1	28,783333	14		4,392946		"Comment in column ""Comment_on_Carbon_calculation"" (AD) moved to column ""Comment"" (AA). Column changed from 9 to 14"	Ceratoneis closterium	Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cylindrotheca	Cylindrotheca closterium			(Ehrenberg) Reimann & J.C.Lewin 1964	149004	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004	AU	spindle	2/15*?*d^2*h	12			cell	 <3x20-25				22	2,8		1	72,211627	14		9,262386		"Comment in column ""Comment_on_Carbon_calculation"" (AD) moved to column ""Comment"" (AA). Column changed from 9 to 14"	Ceratoneis closterium	Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cylindrotheca	Cylindrotheca closterium			(Ehrenberg) Reimann & J.C.Lewin 1964	149004	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004	AU	spindle	2/15*?*d^2*h	13			cell	 3-4x25-28				26,5	3,6		1	143,78688	14		16,192086		"Comment in column ""Comment_on_Carbon_calculation"" (AD) moved to column ""Comment"" (AA). Column changed from 9 to 14"	Ceratoneis closterium	Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cylindrotheca	Cylindrotheca closterium			(Ehrenberg) Reimann & J.C.Lewin 1964	149004	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004	AU	spindle	2/15*?*d^2*h	14			cell	 4-5x30-35				33	4,5		1	279,774	14		27,781344		"Comment in column ""Comment_on_Carbon_calculation"" (AD) moved to column ""Comment"" (AA). Column changed from 9 to 14"	Ceratoneis closterium	Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cylindrotheca	Cylindrotheca closterium			(Ehrenberg) Reimann & J.C.Lewin 1964	149004	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149004	AU	spindle	2/15*?*d^2*h	15			cell	 5-6x22-28				25	5,5		1	316,616667	14		30,713222		"Comment in column ""Comment_on_Carbon_calculation"" (AD) moved to column ""Comment"" (AA). Column changed from 9 to 14"	Ceratoneis closterium	Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma constricta			(Grunow) D.M. Williams 1985	163990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163990	AU	parallelepiped	l*w*h	1			cell	10x55-60	57		10	10			1	5700	8		320,189433				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma moniliformis			Kützing, 1833	164000	https://www.marinespecies.org/aphia.php?p=taxdetails&id=164000	AU	parallelepiped-10%	l*w*h*0.9	1			cell	2-4x8-20	14		3	3			1	113,4			13,356223		New species added by FINLAND		Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma moniliformis			Kützing, 1833	164000	https://www.marinespecies.org/aphia.php?p=taxdetails&id=164000	AU	parallelepiped-10%	l*w*h*0.9	2			cell	2-4x20-40	30		3	3			1	243			24,78102		New species added by FINLAND		Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma tenuis			C.Agardh 1812	149014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149014	AU	parallelepiped	l*w*h	1			cell	 3x30-50	40		3	3			1	360			34,084256				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma tenuis			C.Agardh 1812	149014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149014	AU	parallelepiped	l*w*h	2			cell	 3x50-70	60		3	3			1	540			47,35478				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma tenuis			C.Agardh 1812	149014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149014	AU	parallelepiped	l*w*h	3			cell	 3x70-90	80		3	3			1	720			59,798342				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma tenuis			C.Agardh 1812	149014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149014	AU	parallelepiped	l*w*h	4			cell	 4x30-50	40		4	4			1	640			54,350613				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma tenuis			C.Agardh 1812	149014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149014	AU	parallelepiped	l*w*h	5			cell	 4x50-70	60		4	4			1	960			75,511737				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma tenuis			C.Agardh 1812	149014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149014	AU	parallelepiped	l*w*h	6			cell	 4x70-90	80		4	4			1	1280			95,354188				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma tenuis			C.Agardh 1812	149014	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149014	AU	parallelepiped	l*w*h	7			cell	6x30-50	40		6	6			1	1440			104,911832				Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma vulgaris			Bory de Saint-Vincent 1824 	418624	http://www.marinespecies.org/aphia.php?p=taxdetails&id=418624	AU	oval cylinder	?/4*d1*d2*h	5			cell	 5-6x15-25				5,5	20	5,5	1	474,925			42,671252		New size class of size class 4, correction due to: Geometric shape parallelepiped does not correspond to actual cell shape and leads to underestimation of biovolume.		Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma vulgaris			Bory de Saint-Vincent 1824 	418624	http://www.marinespecies.org/aphia.php?p=taxdetails&id=418624	AU	oval cylinder	?/4*d1*d2*h	6			cell	5-6x30-50				5,5	40	5,5	1	949,85			74,863601		New size class of size class 3, correction due to: Geometric shape parallelepiped does not correspond to actual cell shape and leads to underestimation of biovolume.		Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma vulgaris			Bory de Saint-Vincent 1824 	418624	http://www.marinespecies.org/aphia.php?p=taxdetails&id=418624	AU	oval cylinder	?/4*d1*d2*h	7			cell	8-12x25-35				10	30	10	1	2355			156,342523		New size class of size class 1, correction due to: Geometric shape parallelepiped does not correspond to actual cell shape and leads to underestimation of biovolume.		Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma vulgaris			Bory de Saint-Vincent 1824 	418624	http://www.marinespecies.org/aphia.php?p=taxdetails&id=418624	AU	oval cylinder	?/4*d1*d2*h	8			cell	12-16x40-50				14	45	14	1	6923,7			374,892543		New size class of size class 2, correction due to: Geometric shape parallelepiped does not correspond to actual cell shape and leads to underestimation of biovolume.		Species	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma			J.B.M. Bory de Saint-Vincent, 1824	149013	https://www.marinespecies.org/aphia.php?p=taxdetails&id=149013	AU	parallelepiped	l*w*h	1			cell	2-4x8-20	14		3	3			1	126			14,547655		New genus added by FINLAND		Genus	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma			J.B.M. Bory de Saint-Vincent, 1824	149013	https://www.marinespecies.org/aphia.php?p=taxdetails&id=149013	AU	parallelepiped	l*w*h	2			cell	2-4x20-40	30		3	3			1	270			26,991592		New genus added by FINLAND		Genus	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Diatoma	Diatoma			J.B.M. Bory de Saint-Vincent, 1824	149013	https://www.marinespecies.org/aphia.php?p=taxdetails&id=149013	AU	parallelepiped	l*w*h	3			cell	4-6x20-40	30		5	5			1	750			61,8112		New genus added by FINLAND		Genus	zig-zag colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Fragilariopsis	Fragilariopsis cylindrus			(Grunow) Krieger 1954	172418	http://www.marinespecies.org/aphia.php?p=taxdetails&id=172418	AU	parallelepiped-10%	l*w*h*0.9	2			cell	 3-4x15-20	17		3,5	3,5			1	187,425			20,075002				Species	ribbon-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Halamphora	Halamphora coffeaeformis			(C.Agardh) Levkov 2009	624065	http://www.marinespecies.org/aphia.php?p=taxdetails&id=624065	AU	oval cylinder	?/4*d1*d2*h	1			cell	25-35				10	30	12	1	2826	8		181,256299			Amphora coffeaeformis	Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Meridion	Meridion circulare			(Greville) C.Agardh 1831	149346	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149346	AU	half parallelepiped	l*w*h/2	1			cell	10x20-25	22		10	7			1	770			63,144636				Species	fan-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Meridion	Meridion circulare			(Greville) C.Agardh 1831	149346	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149346	AU	half parallelepiped	l*w*h/2	2			cell	8x25-30	28		8,3	8,3			1	964,46			75,796123				Species	fan-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Meridion	Meridion circulare var. circulare			(Greville) C.A. Agardh 1831	180420	http://www.marinespecies.org/aphia.php?p=taxdetails&id=180420	AU	half parallelepiped	l*w*h/2	1			cell	10x20-25	22		10	7			1	770			63,144636				Variety	fan-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Meridion	Meridion circulare var. circulare			(Greville) C.A. Agardh 1831	180420	http://www.marinespecies.org/aphia.php?p=taxdetails&id=180420	AU	half parallelepiped	l*w*h/2	2			cell	8x25-30	28		8,3	8,3			1	964,46			75,796123				Variety	fan-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia acicularis			(Kützing) W.Smith 1853	149046	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149046	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 3x35-45	40				3		1	188,4	9		20,159655				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia acicularis			(Kützing) W.Smith 1853	149046	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149046	AU	rotational ellipsoid	?/6*d^2*l	2			cell	1.5-2x18-22	20				1,8		1	33,912			5,017751				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia acicularis			(Kützing) W.Smith 1853	149046	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149046	AU	rotational ellipsoid	?/6*d^2*l	3			cell	3x65-75	70				3		1	329,7			31,738541				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia acicularis var. acicularis			(Kützing) W. Smith 1853	175373	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175373	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 3x35-45	40				3		1	188,4	9		20,159655				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia acicularis var. acicularis			(Kützing) W. Smith 1853	175373	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175373	AU	rotational ellipsoid	?/6*d^2*l	2			cell	1.5-2x18-22	20				1,8		1	33,912			5,017751				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia acicularis var. acicularis			(Kützing) W. Smith 1853	175373	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175373	AU	rotational ellipsoid	?/6*d^2*l	3			cell	3x65-75	70				3		1	329,7			31,738541				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia acicularis var. closterioides			Grunow 1862	175374	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175374	AU	rotational ellipsoid	?/6*d^2*l	1			cell	4-5x60-80	70				3		1	329,7			31,738541				Variety	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia frigida			Grunow 1880	175400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175400	AU	parallelepiped-10%	l*w*h*0.9	3			cell	3-5x15-25	20		4	4			1	288			28,441978				Species	irregulary branched colonies, cells united by their ends
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia frigida			Grunow 1880	175400	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175400	AU	parallelepiped-10%	l*w*h*0.9	4			cell	 4-5x30-50	41		4,5	4,5			1	747,225			61,625658				Species	irregulary branched colonies, cells united by their ends
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia holsatica			Hustedt 1930	175438	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175438	AU	parallelepiped-50%	l*w*h*0.5	1			cell	2.5-4x35-50	42,5		3,25	3,25			1	224,453125			23,23568		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""SizeRange"""		Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia holsatica			Hustedt 1930	175438	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175438	AU	parallelepiped-50%	l*w*h*0.5	2			cell	2.5-4x50-65	57,5		3,25	3,25			1	303,671875			29,690848		"Correction of the decimal separator from ""comma"" to ""dot"" in column ""SizeRange"""		Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia intermedia	 		Hantzsch ex Cleve & Grunow 1880	175421	http://www.marinespecies.org/aphia.php?p=taxdetails&id=175421	AU	rotational ellipsoid	?/6*d^2*l	1			cell	3x35-45	41				3		1	193,11			20,567436				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia longissima			(Brébisson) Ralfs 1861	149150	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149150	AU	spindle	2/15*?*d^2*h	5			cell	3-5x25-30				27	4		1	180,864	14		19,503164				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia longissima			(Brébisson) Ralfs 1861	149150	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149150	AU	spindle	2/15*?*d^2*h	6			cell	 3x65-85				75	3		1	282,6	14		28,00871				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia longissima			(Brébisson) Ralfs 1861	149150	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149150	AU	spindle	2/15*?*d^2*h	7			cell	3x85-165				125	3		1	471	14		42,385025				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia longissima			(Brébisson) Ralfs 1861	149150	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149150	AU	spindle	2/15*?*d^2*h	8			cell	 4-6x85-110				96	4,8		1	926,02368	14		73,336977				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia paleacea			Grunow in Van Heurck 1881	609727	http://www.marinespecies.org/aphia.php?p=taxdetails&id=609727	AU	rotational ellipsoid	?/6*d^2*l	1			cell	 3x30-40	35				3		1	164,85			18,090544				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia sigmoidea			(Nitzsch) W.Smith 1853	149604	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149604	AU	parallelepiped	l*w*h	1			cell	15-20x160-200	180		18	9			1	29160			1203,192639				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Nitzschia	Nitzschia sigmoidea			(Nitzsch) W.Smith 1853	149604	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149604	AU	parallelepiped	l*w*h	2			cell	 10-15x80-100	90		12,5	7			1	7875			416,15172				Species	-
