scientific_name	dyntaxa_id	author	valid_name	taxon_id
Protoperidinium obtusum	263313	(G.Karst.) Parke & J.D.Dodge in Parke & P.S.Dixon	Protoperidinium obtusum	110239
Protoperidinium oceanicum	238271	(Vanhöffen) Balech, 1974	Protoperidinium oceanicum	110240
Protoperidinium ovatum	238272	Pouchet, 1883	Protoperidinium ovatum	110241
Protoperidinium pallidum	238273	(Ostenfeld) Balech, 1973	Protoperidinium pallidum	110244
Protoperidinium pellucidum	238274	Bergh, 1881	Protoperidinium pellucidum	110245
Protoperidinium pentagonum	238275	(Gran) Balech, 1974	Protoperidinium pentagonum	110247
Protoperidinium punctulatum	238276	(Paulsen) Balech, 1974	Protoperidinium punctulatum	110248
Protoperidinium pyriforme	238277	(Paulsen) Balech, 1974	Protoperidinium pyriforme	110249
Protoperidinium quarnerense	238278	(Schröder) Balech, 1974	Protoperidinium quarnerense	110250
Protoperidinium steinii	238280	(E. Jørgensen) Balech, 1974	Protoperidinium steinii	110257
Protoperidinium subcurvipes	238281	(Lebour) Balech, 1974	Protoperidinium subcurvipes	110258
Protoperidinium subinerme	238282	(Paulsen) Loeblich III, 1969	Protoperidinium subinerme	110259
Protoperidinium thorianum	238283	(Paulsen) Balech, 1973	Protoperidinium thorianum	110260
Amphidiniopsis kofoidii	238169	Wołosz.	Amphidiniopsis kofoidii	110269
Prorocentrum aporum	238434	(Schiller) Dodge, 1975	Prorocentrum aporum	110291
Prorocentrum balticum	238435	(Lohmann) Loeblich III, 1970	Prorocentrum balticum	110293
Prorocentrum cassubicum	238436	(Woloszyska) Dodge, 1975	Prorocentrum cassubicum	110294
Prorocentrum gracile	6012317	F.Schütt	Prorocentrum gracile	110300
Prorocentrum lima	238438	(Ehrenberg) Dodge, 1975	Prorocentrum lima	110301
Prorocentrum micans	238439	Ehrenberg, 1833	Prorocentrum micans	110303
Prorocentrum redfieldii	249402	Bursa 1959	Prorocentrum redfieldii	110310
Prorocentrum scutellum	238441	Schröder, 1900	Prorocentrum scutellum	110314
Prorocentrum triestinum	238442	Schiller, 1918	Prorocentrum triestinum	110316
Protoceratium reticulatum	238220	(Claparède & Lachmann) Bütschli, 1885	Protoceratium reticulatum	110321
Dissodinium pseudocalani	261327	(Gonnert) Drebes ex Elbrachter & Drebes, 1978	Dissodinium pseudocalani	110324
Dissodinium pseudolunula	238453	Swift ex Elbrächter & Drebes, 1978	Dissodinium pseudolunula	110325
Euglena deses	257707	Ehrenb.	Euglena deses	110631
Anisonema prosgeobium	238607	Skuja, 1939	Anisonema prosgeobium	110643
Petalomonas minuta	238567	Hollande	Petalomonas minuta	110648
Petalomonas pusilla	238568	Skuja	Petalomonas pusilla	110651
Eutreptiella gymnastica	238576	Throndsen, 1969	Eutreptiella gymnastica	110652
Astrorhizidae	2003790	Brady, 1881	Astrorhizidae	111958
Astrorhiza	1015195	Sandahl, 1858	Astrorhiza	112299
Pelosina	1015194	Brady, 1879	Pelosina	112311
Rhabdammina	1015196	Sars, 1869	Rhabdammina	112315
Astrorhiza limicola	257381	Sandahl, 1858	Astrorhiza limicola	113843
Pelosina arborescens	257380	Pearcey, 1914	Pelosina arborescens	113888
Rhabdammina linearis	257382	Brady, 1879	Rhabdammina linearis	113902
Mischococcales	3000578	NA	Mischococcales	115058
Coccosphaerales	3000801	Haeckel	Coccosphaerales	115059
Isochrysidales	3000558	Pascher	Isochrysidales	115060
Prymnesiales	3000557	Papenfuss	Prymnesiales	115061
Pleurochloridaceae	2003149	Pascher	Pleurochloridaceae	115063
Calyptrosphaeraceae	2003119	Boudreaux & W.W.Hay	Calyptrosphaeraceae	115064
Pontosphaeraceae	2003896	Lemmerm.	Pontosphaeraceae	115067
Rhabdosphaeraceae	2003117	Lemmerm.	Rhabdosphaeraceae	115068
Gephyrocapsaceae	2003627	Black	Gephyrocapsaceae	115070
Hymenomonadaceae	2003628	Senn	Hymenomonadaceae	115071
Phaeocystaceae	2003124	Lagerh.	Phaeocystaceae	115072
Prymnesiaceae	2003121	Conrad ex O.C.Schmidt	Prymnesiaceae	115073
Meringosphaera	1010361	Lohmann	Meringosphaera	115075
Balaniger	1010295	Thomsen & Oates	Balaniger	115077
Trigonaspis	1010283	Hartig, 1840	Trigonaspis	115078
Turrisphaera	1010294	I. Manton, J. Sutherland & K. Oates	Turrisphaera	115079
Pappomonas	1010282	Manton & Oates	Pappomonas	115080
Ophiaster	1010286	Gran	Ophiaster	115081
Pontosphaera	1016222	Lohmann	Pontosphaera	115082
Acanthoica	1010288	Lohmann	Acanthoica	115083
Syracosphaera	1016235	Lohmann	Syracosphaera	115084
Dicrateria	1010303	Parke	Dicrateria	115085
Emiliania	1010304	W.W. Hay & Mohler	Emiliania	115086
Hymenomonas	1015262	F.Stein	Hymenomonas	115087
Phaeocystis	1010305	Lagerheim	Phaeocystis	115088
Chrysochromulina	1010298	Lackey	Chrysochromulina	115090
Ericiolus	1016195	H.A.Thomsen	Ericiolus	115091
Algirosphaera quadricornu	236956	(Schiller) Norris, 1984	Algirosphaera quadricornu	115093
Balaniger balticus	236962	Thomsen & Oates, 1978	Balaniger balticus	115094
Trigonaspis minutissima	236946	Thomsen, 1980	Trigonaspis minutissima	115095
Pappomonas flabellifera	236943	Manton & Oates	Pappomonas flabellifera	115097
Ophiaster hydroideus	236950	(Lohmann) Lohmann, 1913	Ophiaster hydroideus	115099
Dicrateria inornata	237013	Parke, 1949	Dicrateria inornata	115103
Phaeocystis pouchetii	237017	(Hariot) Lagerheim, 1893	Phaeocystis pouchetii	115106
Chrysochromulina acantha	236965	Leadbeater & Manton	Chrysochromulina acantha	115108
Chrysochromulina alifera	236968	Parke & Manton in Parke, Manton & Clarke	Chrysochromulina alifera	115109
Chrysochromulina apheles	236969	Moestrup & Thomsen	Chrysochromulina apheles	115110
Chrysochromulina cymbium	236978	Leadbeater & Manton	Chrysochromulina cymbium	115114
Chrysochromulina ephippium	236980	Parke & Manton in Parke, Manton & Clarke	Chrysochromulina ephippium	115115
Chrysochromulina fragilis	236983	Leadbeater	Chrysochromulina fragilis	115117
Chrysochromulina mactra	236989	Manton	Chrysochromulina mactra	115121
Chrysochromulina mantoniae	236990	Leadbeater	Chrysochromulina mantoniae	115122
Chrysochromulina megacylindra	236991	Leadbeater	Chrysochromulina megacylindra	115123
Chrysochromulina microcylindra	236992	Leadbeater, 1972	Chrysochromulina microcylindra	115124
Chrysochromulina parkeae	236964	Green & Leadbeater	Braarudosphaera bigelowii	115126
Chrysochromulina pringsheimii	236996	Parke & Manton	Chrysochromulina pringsheimii	115128
Chrysochromulina spinifera	237002	(Fournier) Pienaar & Norris	Chrysochromulina spinifera	115129
Chrysochromulina strobilus	237003	Parke & Manton in Parke, Manton & Clarke	Chrysochromulina strobilus	115130
Ericiolus spiculiger	263226	H.A.Thomsen	Ericiolus spiculiger	115131
Allantion	1010676	NA	Allantion	118004
Ancyromonas	1010678	NA	Ancyromonas	118006
Cryothecomonas	1010680	NA	Cryothecomonas	118011
Discocelis	1010339	Ehrenberg, 1836	Discocelis	118013
Ebria	1010637	Borgert	Ebria	118014
Jakoba	1010684	D.J.Patterson, 1990	Jakoba	118015
Kiitoksia	1010686	NA	Kiitoksia	118016
Luffisphaera	1010687	NA	Luffisphaera	118017
Metopion	1010689	NA	Metopion	118018
Metromonas	1010690	NA	Metromonas	118019
Phyllomitus	1010692	NA	Phyllomitus	118021
Postgaardi	1010693	J. Fenschel, C.Bernard, G. Esteban, B.J. Findlay, P.J. Hansen & N. Iversen	Postgaardi	118023
Quadricilia	1010694	NA	Quadricilia	118024
Rhizomonas	1010695	s.auct, non Saville-Kent, 1880	Solenicola	118025
Telonema	1010696	Griessmann, 1913	Telonema	118028
Allantion tachyploon	238611	Sandon, 1924	Allantion tachyploon	118037
Ancyromonas sigmoides	238614	Kent, 1880	Ancyromonas sigmoides	118040
Cryothecomonas inermis	238617	Thomsen et al., 1991	Cryothecomonas inermis	118046
Cryothecomonas scybalophora	238618	Thomsen et al., 1991	Cryothecomonas scybalophora	118047
Cryothecomonas vesiculata	238619	Thomsen et al., 1991	Cryothecomonas vesiculata	118048
Discocelis saleuta	237148	Vørs	Discocelis saleuta	118050
Ebria tripartita	238485	(Schum.) Lemmerm.	Ebria tripartita	118051
Jakoba libera	238623	(Ruinen, 1938)	Jakoba libera	118052
Kiitoksia ystava	238626	Vørs, 1992	Kiitoksia ystava	118053
Luffisphaera cucumiformis	238627	Belcher & Swale, 1975	Luffisphaera cucumiformis	118054
Luffisphaera myosurus	238629	Belcher & Swale, 1975	Luffisphaera myosurus	118056
Luffisphaera turriformis	238631	Vørs, 1992	Luffisphaera turriformis	118057
Metopion fluens	238633	Larsen & Patterson, 1990	Metopion fluens	118058
Metromonas simplex	238634	(Griessmann) Larsen & Patterson, 1990	Metromonas simplex	118059
Phyllomitus granulatus	238637	Larsen & Patterson, 1990	Phyllomitus granulatus	118062
Postgaardi mariagerensis	238638	Fenchel et al., 1995	Postgaardi mariagerensis	118069
Quadricilia rotundata	238639	(Skuja) Vørs, 1992	Quadricilia rotundata	118070
Solenicola setigera	238640	Pavillard, 1916	Solenicola setigera	118073
Telonema antarcticum	238641	H.A.Thomsen ex D. Klaveness, K. Shalchian-Tabrizi, H.A.Thomsen, Eikrem & K.S. Jakobsen	Telonema antarcticum	118074
Telonema subtile	238642	Griessmann, 1913	Telonema subtile	118075
Leucocryptos marina	238036	(Braarud) Butcher, 1967	Leucocryptos marina	119077
Tetramitus	1015152	Perty	Tetramitus	120561
Vannella	6009388	Bovee, 1965	Vannella	120566
Filosa	4000233	NA	Filosa	1282
Tetradesmus lagerheimii	238809	M.J.Wynne & Guiry	Tetradesmus lagerheimii	1289276
Karayevia amoena	262817	(Hust.) Bukht.	Karayevia amoena	1292123
Pantocsekiella polymorpha	262479	(Barb.Meyer & Håk.) K.T.Kiss & Ács	Pantocsekiella polymorpha	1304220
Pantocsekiella rossii	256801	(Håk.) K.T.Kiss & Ács	Pantocsekiella rossii	1304225
Closterium acutum var. acutum	248655	Bréb. in Ralfs	Closterium acutum var. acutum	1304621
Desmodesmus armatus var. armatus	248652	(Chodat) E.Hegewald	Desmodesmus armatus var. armatus	1304622
Desmodesmus denticulatus var. denticulatus	248648	(Lagerh.) S.S.An, Friedl & E.Hegewald	Desmodesmus denticulatus var. denticulatus	1304623
Desmodesmus opoliensis var. opoliensis	248646	(P.G.Richt.) E.Hegewald	Desmodesmus opoliensis var. opoliensis	1304624
Pediastrum duplex var. duplex	248627	NA	Pediastrum duplex var. duplex	1304625
Pseudopediastrum boryanum var. boryanum	6017998	NA	Pseudopediastrum boryanum var. boryanum	1304626
Scenedesmus arcuatus var. arcuatus	248624	NA	Comasiella arcuata var. arcuata	1304627
Lagerheimia longiseta var. longiseta	248640	NA	Lagerheimia longiseta var. longiseta	1304628
Pennales	4000165	G.Karst.	Bacillariophyceae	1304629
Peridinium quadridentatum	238194	(F.Stein) Gert Hansen	Peridinium quadridentatum	1305343
Chromophysomonas bilacunosa	237086	(Takahashi) Preisig & Hibberd	Chromophysomonas bilacunosa	1306048
Pleurotaenium ehrenbergii	256922	(Bréb. ex Ralfs) Delponte	Pleurotaenium ehrenbergii	1306571
Staurodesmus mucronatus	257009	(Nägeli) Thomasson	Staurodesmus mucronatus	1306572
Bacterosira constricta	237259	(Gaarder) J.S.Park & J.H.Lee	Bacterosira constricta	1307640
Klebsormidium subtile	262171	(Kütz.) Tracanna ex Tell	Klebsormidium subtile	1309804
Aphanocapsa stagnalis	236829	(Lemmerm.) R.N. Beljakova	Aphanocapsa stagnalis	1310066
Octactis speculum	237177	(Ehrenb) F.H.Chang & al.	Octactis speculum	1310442
Geminella turfosa	257546	(Skuja) Ramanathan	Geminella turfosa	1311314
Planosiphon zosterifolius	232702	(Reinke) McDevit & G.W.Saunders	Planosiphon zosterifolius	1311362
Rosenvingiellopsis constricta	232814	(Setch. & N.L.Gardner) Heesch & al.	Rosenvingiellopsis constricta	1312599
Anagnostidinema amphibium	263554	(C.Agardh ex Gomont) Strunecký, Bohunická, J.R.Johansen & J.Komárek	Anagnostidinema amphibium	1313613
Eucapsis microscopica	236810	(Komárk.-Legn. & Cronberg) Komárek & Hindák	Eucapsis microscopica	1315861
Anagnostidinema acutissimum	257680	(Kuff.) Strunecký et al.	Anagnostidinema acutissimum	1315979
Anagnostidinema exile	263555	(Skuja) Strunecky et al.	Anagnostidinema exile	1316001
Scrippsiella acuminata	238203	(Ehrenb) Kretschmann & al.	Scrippsiella acuminata	1321853
Chrysotila roscoffensis	263306	(P.J.L.Dang.) R.A.Andersen, J.I.Kim, Tittley & H.S. Yoon	Chrysotila roscoffensis	1327470
Pediastrum angulosum var. angulosum	6017994	NA	Pediastrum angulosum var. angulosum	1335215
Chaetophoropsis pisiformis	259646	(Roth) B.Wen Liu & al.	Chaetophoropsis pisiformis	1341822
Eucapsis aphanocapsoides	236804	(Skuja) Komárek & Hindák	Eucapsis aphanocapsoides	1345052
Nephroselmis	1010811	F.Stein	Nephroselmis	134524
Tetraselmis	1016309	F.Stein	Tetraselmis	134526
Cymbomonas	1010808	J. Schiller	Cymbomonas	134527
Halosphaera	1010809	F.Schmitz	Halosphaera	134528
Pyramimonas	1010807	Schmarda	Pyramimonas	134529
Dolichomastix	1010818	Manton	Dolichomastix	134530
Mamiella	1010815	Moestrup	Mamiella	134531
Mantoniella	1010817	T.V. Desikachary	Mantoniella	134532
Micromonas	1010819	I. Manton & M. Parke	Micromonas	134533
Pseudoscourfieldia	1010805	Manton	Pseudoscourfieldia	134534
Scourfieldia	1010810	G.S.West	Scourfieldia	134535
Nephroselmis minuta	238983	(N.Carter) Butcher	Nephroselmis minuta	134540
Nephroselmis pyriformis	238985	(N.Carter) Ettl	Nephroselmis pyriformis	134541
Nephroselmis rotunda	238986	(N.Carter) Fott	Nephroselmis rotunda	134542
Cymbomonas tetramitiformis	238977	J.Schiller	Cymbomonas tetramitiformis	134545
Halosphaera viridis	238981	F.Schmitz	Halosphaera viridis	134546
Pyramimonas cordata	238961	McFadden in McFadden, Hill & Wetherbee, 1986	Pyramimonas cordata	134548
Pyramimonas nansenii	238968	Braarud, 1935 emend. Thomsen, 1988	Pyramimonas nansenii	134553
Pyramimonas virginica	238976	Pennick, 1977	Pyramimonas virginica	134559
Dolichomastix lepidota	239002	Manton, 1977	Dolichomastix lepidota	134560
Mamiella gilva	238999	(Parke & Rayns) Moestrup, 1984	Mamiella gilva	134562
Mantoniella squamata	239001	(Manton & Parke) Desikachary, 1972	Mantoniella squamata	134563
Micromonas pusilla	239004	(Butcher) Manton & Parke, 1960	Micromonas pusilla	134564
Pseudoscourfieldia marina	238943	(Throndsen) Manton, 1975	Pseudoscourfieldia marina	134566
Chaetophoropsis elegans	232769	(Roth) B.Wen Liu & al.	Chaetophoropsis elegans	1348616
Chaetophora draparnaldioides	262101	Kützing	Chaetophora draparnaldioides	1348690
Epipyxis stokesii	257819	(Lemmerm.) G.M.Sm.	Epipyxis stokesii	1356478
Potamolinea aerugineo-caerulea	263499	(Gomont) M.D.Martins & Branco	Phormidium aerugineocaeruleum	1356531
Chara subspinosa	332	Ruprecht	Chara subspinosa	1359190
Tetradesmus obliquus	261051	(Turpin) M.J.Wynne	Tetradesmus obliquus	1359367
Bordnamonas	1010679	NA	Bordnamonas	136140
Bordnamonas tropicana	238615	Larsen & Patterson, 1990	Bordnamonas tropicana	136145
Monostroma grevillei var. arcticum	6018107	(Wittr.) Rosenv.	Monostroma grevillei var. arcticum	1361452
Diplophrys archeri	238621	Barker, 1868	Diplophrys archeri	136147
Paulinella	1010674	Lauterborn	Paulinella	136779
Amphidinium steinii	238378	(Lemmermann) Kofoid & Swezy, 1921	Amphidinium steinii	1367877
Kapelodinium vestifici	238358	(F.Schütt) Boutrup & al.	Gymnodinium vestifici	1368615
Paulinella ovalis	238609	(A.Wulff) P.W.Johnson, Hargraves & Sieburth	Paulinella ovalis	136903
Tetradesmus incrassatulus	238817	(Bohlin) M.J.Wynne	Tetradesmus incrassatulus	1369796
Barrufeta resplendens	6050009	(Hulburt, 1957) H.Gu, Z.Luo & K.N.Mertens, 2015	Barrufeta resplendens	1371463
Limnolyngbya circumcreta	257702	(G.S.West) X.Li & R.Li.	Limnolyngbya circumcreta	1372707
Messastrum gracile	257428	(Reinsch) T.S.Garcia	Messastrum gracile	1372754
Chrysosphaerella	1010324	Lauterborn	Chrysosphaerella	137284
Thaumatomastix	1010698	Lauterborn, 1899	Thaumatomastix	137288
Chrysosphaerella triangulata	238652	Balonov	Chrysosphaerella triangulata	137291
Thaumatomastix bipartita	238644	Beech & Moestrup, 1986	Thaumatomastix bipartita	137304
Thaumatomastix dybsoeana	238645	Thomsen et al., 1993	Thaumatomastix dybsoeana	137305
Thaumatomastix patelliformis	238647	(Takahashi & Hara) Beech & Moestrup, 1986	Thaumatomastix patelliformis	137307
Thaumatomastix sagittifera	238649	(Conrad) Beech & Moestrup, 1986	Thaumatomastix sagittifera	137308
Thaumatomastix salina	238650	(Birch-Andersen) Beech & Moestrup, 1986	Thaumatomastix salina	137309
Thaumatomastix tripus	238653	(Takahashi & Hara) Beech & Moestrup, 1986	Thaumatomastix tripus	137313
Staurastrum pingue var. planctonicum	238691	(Teiling) Coesel & Meersters	Staurastrum pingue var. planctonicum	1373157
Dolichospermum spiroides var. minus	257666	(Komárk.-Legn.)	Dolichospermum spiroides var. minus	1373997
Dolichospermum lemmermannii var. minus	263729	Komark.-Legn.	Dolichospermum lemmermannii var. minor	1373998
Scenedesmus obtusus f. alternans	238819	(Reinsch) Compère	Scenedesmus obtusus	1379777
Apocalathium malmogiense	238200	(G.Sjöstedt) Craveiro & al.	Apocalathium malmogiense	1380043
Neglectella solitaria	238774	(Wittr.) Štenclová & Kaštovský	Neglectella solitaria	1380951
Cosmarium regnesi var. polonicum	256892	(B.Eichler & Gutw.) Compère	Cosmarium regnesi var. polonicum	1391604
Foraminifera	3000738	Orb.	Foraminifera	1410
Sellaphora saugerresii	237661	(Desm.) C.E.Wetzel & D.G.Mann	Sellaphora saugerresii	1424676
Cosmarium subcostatum	263198	Nordst.	Cosmarium subcostatum	1432706
Bryopsidaceae	2002567	Bory	Bryopsidaceae	143666
Derbesiaceae	2003005	Hauck	Derbesiaceae	143667
Caulerpaceae	2003650	Kütz.	Caulerpaceae	143668
Chaetosiphonaceae	2003004	Blackman & Tansley	Chaetosiphonaceae	143669
Udoteaceae	2003917	J.Agardh	Udoteaceae	143670
Chaetophoraceae	2002578	Grev.	Chaetophoraceae	143675
Chlorococcaceae	2003939	F.F.Blackman & Tansley	Chlorococcaceae	143676
Endosphaeraceae	2002997	(Klebs) Artari	Endosphaeraceae	143677
Chlorocystidaceae	3000688	Kornmann & Sahling	Chlorocystidaceae	143678
Chordariaceae	2002218	Grev.	Chordariaceae	143680
Ralfsiaceae	2002222	Farl.	Ralfsiaceae	143684
Anadyomenaceae	2003646	Kütz.	Anadyomenaceae	143686
Cladophoraceae	2002566	Wille	Cladophoraceae	143687
Codiaceae	2002568	Kütz.	Codiaceae	143689
Cutleriaceae	2002228	J.W.Griff. & Henfr.	Cutleriaceae	143701
Dasycladaceae	2003649	Kütz.	Dasycladaceae	143702
Arthrocladiaceae	2002223	Chauv.	Arthrocladiaceae	143704
Desmarestiaceae	2002224	(Thur.) Kjellm.	Desmarestiaceae	143705
Dictyotaceae	2002229	J.V.Lamour. ex Dumort.	Dictyotaceae	143716
Ectocarpaceae	2002220	C.Agardh	Ectocarpaceae	143717
Fucaceae	2002234	Adans.	Fucaceae	143723
Himanthaliaceae	2003746	(Kjellm.) De Toni	Himanthaliaceae	143724
Sargassaceae	2002235	Kütz.	Sargassaceae	143725
Alariaceae	2003834	Setch. & N.L.Gardner	Alariaceae	143753
Chordaceae	2002230	Dumort.	Chordaceae	143754
Laminariaceae	2002232	Bory	Laminariaceae	143755
Microsporaceae	2002576	Bohlin	Microsporaceae	143757
Phaeophilaceae	2003000	D.F.Chappell, O'Kelly, L.W.Wilcox, & G.L.Floyd	Phaeophilaceae	143764
Prasiolaceae	2002569	F.F.Blackman & Tansley	Prasiolaceae	143771
Scytosiphonaceae	2002221	Farl.	Scytosiphonaceae	143777
Siphonocladaceae	2003648	F.Schmitz	Siphonocladaceae	143779
Valoniaceae	2003647	Kütz.	Valoniaceae	143780
Sphacelariaceae	2002226	Decne.	Sphacelariaceae	143782
Stypocaulaceae	2002227	Oltm.	Stypocaulaceae	143783
Sporochnaceae	2002225	Grev.	Sporochnaceae	143785
Tetrasporaceae	2003294	(Nägeli) Wittr.	Tetrasporaceae	143787
Tilopteridaceae	2002216	Kjellm.	Tilopteridaceae	143788
Ulotrichaceae	2002562	Kütz.	Ulotrichaceae	143790
Capsosiphonaceae	2003001	V.J.Chapm.	Capsosiphonaceae	143791
Kornmanniaceae	2003003	Golden & K.M.Cole	Kornmanniaceae	143792
Ulvaceae	2002559	J.V.Lamour. ex Dumort.	Ulvaceae	143794
Ulvellaceae	2002561	Schmidle	Ulvellaceae	143795
Tribonemataceae	2002236	G.S.West	Tribonemataceae	143796
Vaucheriaceae	2002237	Dumort.	Vaucheriaceae	143797
Volvocaceae	2003300	Ehrenb.	Volvocaceae	143798
Acrosiphonia	1008582	J.Agardh	Acrosiphonia	143803
Spongomorpha	1008585	Kütz.	Spongomorpha	143804
Urospora	1008586	Aresch.	Urospora	143805
Bryopsis	1008579	Boursin, 1970	Nyctobrya	143812
Derbesia	1008581	NA	Derbesia marina	143814
Blastophysa	1008578	Reinke	Blastophysa	143817
Bolbocoleon	1008552	Pringsh.	Bolbocoleon	143930
Chaetophora	1008553	Kirby & Spence, 1823	Chaetophora	143931
Entocladia	1008588	Reinke	Entocladia	143933
Pseudendoclonium	1008555	Wille	Pseudendoclonium	143937
Syncoryne	1008558	R.Nielsen & P.M.Pedersen	Syncoryne	143940
Tellamia	1008559	Batters	Tellamia	143941
Ulvella	1015613	P.Crouan & H.Crouan	Ulvella	143942
Uronema	6331125	Dujardin, 1841	Uronema	143943
Uronema	6331125	Dujardin, 1841	Uronema	494309
Characium	1010718	A.Braun	Characium	143945
Chlorococcum	1016124	Menegh.	Chlorococcum	143946
Coccomyxa	1016188	Schmidle	Coccomyxa	143947
Sykidion	1008551	E.P.Wright	Sykidion	143948
Chlorochytrium	1008548	Cohn	Chlorochytrium	143949
Gomontia	1008549	NA	Gomontia polyrhiza	143950
Acrothrix	1008478	Kylin	Acrothrix	143952
Chordaria	1008482	C.Agardh	Chordaria	143954
