scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Stephanodiscaceae	Family	148994	Thalassiosirales	148903	Glezer & Makarova, 1986	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae
Thalassiosiraceae	Family	148904	Thalassiosirales	148903	Lebour, 1930	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Thalassiosiraceae
Bacillariophyceae incertae sedis	Subclass	595704	Bacillariophyceae	148899		temporary name	Chromista	Ochrophyta	Bacillariophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophyceae incertae sedis
Orthosira	Genus	605105	Bacillariophyceae incertae sedis	595704	W. Smith, 1855	unaccepted	Chromista	Ochrophyta	Bacillariophyceae			Orthosira	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophyceae incertae sedis - [Genus] Orthosira
Coscinodiscanae	Superorder	591190	Coscinodiscophycidae	148971		accepted	Chromista	Ochrophyta	Bacillariophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae
Coscinodiscales	Order	148915	Coscinodiscanae	591190	Round & Crawford, 1990	accepted	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales
Coscinodiscaceae	Family	148916	Coscinodiscales	148915	Kützing, 1844	accepted	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales - [Family] Coscinodiscaceae
Coscinodiscus	Genus	148917	Coscinodiscaceae	148916	C.G. Ehrenberg, 1839	accepted	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales - [Family] Coscinodiscaceae - [Genus] Coscinodiscus
Ethmodiscales	Order	148938	Coscinodiscanae	591190	Round	accepted	Chromista	Ochrophyta	Bacillariophyceae	Ethmodiscales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Ethmodiscales
Ethmodiscaceae	Family	148939	Ethmodiscales	148938	Round	accepted	Chromista	Ochrophyta	Bacillariophyceae	Ethmodiscales	Ethmodiscaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Ethmodiscales - [Family] Ethmodiscaceae
Ethmodiscus	Genus	148940	Ethmodiscaceae	148939	A.F. Castracane, 1886	accepted	Chromista	Ochrophyta	Bacillariophyceae	Ethmodiscales	Ethmodiscaceae	Ethmodiscus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Ethmodiscales - [Family] Ethmodiscaceae - [Genus] Ethmodiscus
Hemidiscaceae	Family	148943	Coscinodiscales	148915	Hendey, 1937 emend Simonsen, 1975	accepted	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Hemidiscaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales - [Family] Hemidiscaceae
Actinocyclus	Genus	148944	Hemidiscaceae	148943	C.G. Ehrenberg, 1837	accepted	Chromista	Ochrophyta	Bacillariophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Coscinodiscales - [Family] Hemidiscaceae - [Genus] Actinocyclus
Fragilariophycidae	Subclass	148978	Bacillariophyceae	148899	Round & Crawford, 1990	accepted	Chromista	Ochrophyta	Bacillariophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae
Fragilariophycanae	Superorder	591199	Fragilariophycidae	148978		accepted	Chromista	Ochrophyta	Bacillariophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae
Fragilariales	Order	148951	Fragilariophycanae	591199	Silva, 1962 sensu emend.	accepted	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales
Fragilariaceae	Family	148952	Fragilariales	148951	Greville, 1833	accepted	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae
Asterionella	Genus	148953	Fragilariaceae	148952	A.H. Hassall, 1850	accepted	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Asterionella
Aulacoseirales	Order	148957	Coscinodiscanae	591190	Crawford, 1990	accepted	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Aulacoseirales
Aulacoseiraceae	Family	148958	Aulacoseirales	148957	Crawford	accepted	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Coscinodiscanae - [Order] Aulacoseirales - [Family] Aulacoseiraceae
Cocconeidaceae	Family	148988	Achnanthales	148987	Kützing, 1844	accepted	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Cocconeidaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Cocconeidaceae
Cocconeis	Genus	148989	Cocconeidaceae	148988	C.G. Ehrenberg, 1837	accepted	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Cocconeidaceae	Cocconeis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Cocconeidaceae - [Genus] Cocconeis
Cyclotella dubia	Species	163193	Cyclotella	148905	Fricke, 1900	unaccepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae - [Genus] Cyclotella - [Species] Cyclotella dubia
Bacillariales	Order	149001	Bacillariophycanae	591186	Hendey, 1937 sensu emend.	accepted	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales
Bacillariaceae	Family	149002	Bacillariales	149001	Ehrenberg, 1831	accepted	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae
Cylindrotheca	Genus	149003	Bacillariaceae	149002	L. Rabenhorst, 1859	accepted	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Cylindrotheca
Diatoma	Genus	149013	Fragilariaceae	148952	J.B.M. Bory de Saint-Vincent, 1824	accepted	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Diatoma
Lithodesmiophycanae	Superorder	591193	Coscinodiscophycidae	148971		accepted	Chromista	Ochrophyta	Bacillariophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Lithodesmiophycanae
Lithodesmiales	Order	149020	Lithodesmiophycanae	591193	Round & Crawford, 1990	accepted	Chromista	Ochrophyta	Bacillariophyceae	Lithodesmiales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Lithodesmiophycanae - [Order] Lithodesmiales
Lithodesmiaceae	Family	149021	Lithodesmiales	149020	Round, 1990	accepted	Chromista	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Lithodesmiophycanae - [Order] Lithodesmiales - [Family] Lithodesmiaceae
Ditylum	Genus	149022	Lithodesmiaceae	149021	J.W. Bailey ex L.W. Bailey, 1861	accepted	Chromista	Ochrophyta	Bacillariophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Lithodesmiophycanae - [Order] Lithodesmiales - [Family] Lithodesmiaceae - [Genus] Ditylum
Naviculales	Order	149015	Bacillariophycanae	591186	Bessey, 1907 sensu emend.	accepted	Chromista	Ochrophyta	Bacillariophyceae	Naviculales			[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales
Naviculaceae	Family	149031	Naviculales	149015	Kützing, 1844	accepted	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae		[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae
